bill_id,people_id,position
1922479,16449,12
1922479,16452,9
1922479,16454,126
1922479,16458,112
1922479,16460,124
1922479,16463,150
1922479,16468,18
1922479,16471,136
1922479,16473,39
1922479,16476,218
1922479,16477,228
1922479,16480,33
1922479,16483,29
1922479,16487,292
1922479,16490,121
1922479,16495,153
1922479,16498,72
1922479,16500,250
1922479,16502,109
1922479,17510,286
1922479,17704,125
1922479,17717,57
1922479,17958,5
1922479,17980,215
1922479,18286,110
1922479,18287,98
1922479,18289,275
1922479,18290,101
1922479,18295,269
1922479,18300,177
1922479,18304,143
1922479,18309,127
1922479,18310,200
1922479,18316,138
1922479,18317,277
1922479,18321,73
1922479,18326,265
1922479,18330,115
1922479,18331,14
1922479,18335,104
1922479,19370,174
1922479,19407,7
1922479,19409,245
1922479,19664,287
1922479,19676,103
1922479,19692,191
1922479,19693,255
1922479,20042,199
1922479,20044,186
1922479,20046,41
1922479,20047,145
1922479,20048,116
1922479,20049,176
1922479,20050,251
1922479,20054,216
1922479,20056,297
1922479,20060,189
1922479,20061,213
1922479,20064,185
1922479,20065,209
1922479,20066,22
1922479,20067,146
1922479,20074,154
1922479,20075,148
1922479,20076,21
1922479,20078,160
1922479,20081,165
1922479,20083,86
1922479,20084,38
1922479,20088,149
1922479,20090,92
1922479,20091,289
1922479,20096,54
1922479,20098,259
1922479,20103,274
1922479,20107,122
1922479,20108,1
1922479,20109,60
1922479,20110,284
1922479,20114,195
1922479,20116,273
1922479,20119,169
1922479,20120,82
1922479,21386,48
1922479,21647,91
1922479,21922,232
1922479,21923,206
1922479,21924,240
1922479,21925,30
1922479,21928,87
1922479,21929,229
1922479,21930,113
1922479,21931,34
1922479,21932,105
1922479,21935,202
1922479,21936,271
1922479,21938,40
1922479,21939,61
1922479,21940,184
1922479,21941,188
1922479,21943,183
1922479,21944,290
1922479,21946,123
1922479,21948,2
1922479,21950,134
1922479,21957,301
1922479,21959,43
1922479,21961,31
1922479,21963,114
1922479,21964,79
1922479,21966,19
1922479,21967,198
1922479,21969,233
1922479,21970,11
1922479,21971,220
1922479,21972,173
1922479,21973,107
1922479,21974,139
1922479,21977,50
1922479,22915,285
1922479,22939,253
1922479,22947,28
1922479,22967,95
1922479,23161,178
1922479,23162,131
1922479,23182,118
1922479,23997,88
1922479,23998,56
1922479,23999,162
1922479,24000,238
1922479,24003,181
1922479,24007,47
1922479,24012,117
1922479,24015,51
1922479,24016,241
1922479,24019,234
1922479,24020,45
1922479,24021,90
1922479,24022,296
1922479,24023,237
1922479,24025,231
1922479,24026,147
1922479,24030,193
1922479,24031,89
1922479,24032,264
1922479,24033,212
1922479,24034,96
1922479,24036,97
1922479,24037,76
1922479,24038,75
1922479,24039,77
1922479,24042,235
1922479,24043,141
1922479,24045,59
1922479,24046,217
1922479,24048,151
1922479,24050,58
1922479,24053,175
1922479,24055,247
1922479,24056,140
1922479,24058,261
1922479,24061,299
1922479,24062,298
1922479,24063,167
1922479,24066,295
1922479,24067,66
1922479,24068,270
1922479,24071,78
1922479,24963,205
1922479,24984,15
1922479,25201,155
1922479,25204,17
1922479,25207,120
1922479,25234,71
1922479,25862,172
1922479,25865,210
1922479,25867,268
1922479,25868,266
1922479,25869,256
1922479,25876,49
1922479,25880,300
1922479,25884,252
1922479,25887,282
1922479,25888,227
1922479,25895,224
1922479,25896,25
1922479,25898,16
1922479,25899,179
1922479,25900,230
1922479,25902,180
1922479,25903,6
1922479,25904,68
1922479,25905,225
1922479,25907,10
1922479,25908,226
1922479,25909,63
1922479,25910,27
1922479,25911,294
1922479,25912,52
1922479,25913,236
1922479,25914,62
1922479,25915,64
1922479,25916,53
1922479,25917,74
1922479,25921,182
1922479,25922,26
1922479,25923,36
1922480,20120,1
1922481,9175,8
1922481,9324,1
1922481,11099,9
1922481,13318,25
1922481,14922,18
1922481,16447,19
1922481,17717,24
1922481,18287,11
1922481,18317,21
1922481,18335,5
1922481,19370,28
1922481,19692,6
1922481,20083,16
1922481,20084,4
1922481,20110,12
1922481,20114,17
1922481,21386,22
1922481,21934,26
1922481,21959,3
1922481,21961,13
1922481,21972,10
1922481,22967,23
1922481,23182,29
1922481,23997,7
1922481,23998,27
1922481,24016,2
1922481,24038,20
1922481,24050,15
1922481,24062,14
1922482,9209,1
1922483,21927,2
1922483,21969,4
1922483,21970,1
1922483,25897,3
1922484,20110,1
1922485,25914,1
1922486,8976,12
1922486,9050,11
1922486,9100,2
1922486,9137,10
1922486,11200,3
1922486,16022,8
1922486,16271,1
1922486,16485,17
1922486,20119,14
1922486,21936,4
1922486,22929,5
1922486,24030,13
1922486,24033,6
1922486,24041,15
1922486,24061,9
1922486,24913,7
1922486,25871,16
1922487,20110,1
1922488,9279,1
1922488,21925,3
1922488,24034,2
1922489,9274,30
1922489,9346,20
1922489,14026,2
1922489,15051,12
1922489,16452,7
1922489,16476,16
1922489,16490,14
1922489,17958,21
1922489,18291,9
1922489,20044,4
1922489,20098,23
1922489,20110,15
1922489,20114,1
1922489,20120,29
1922489,21922,34
1922489,21930,24
1922489,21963,33
1922489,21966,6
1922489,23161,25
1922489,23162,31
1922489,23182,27
1922489,23998,28
1922489,24003,10
1922489,24012,18
1922489,24015,8
1922489,24016,22
1922489,24019,3
1922489,24026,17
1922489,24035,26
1922489,24055,5
1922489,25895,19
1922489,25897,11
1922489,25921,32
1922489,25923,13
1922490,9200,9
1922490,9254,4
1922490,14922,11
1922490,14924,10
1922490,16449,7
1922490,20049,1
1922490,20100,2
1922490,21967,13
1922490,21971,14
1922490,21972,5
1922490,22947,6
1922490,24012,8
1922490,25897,3
1922490,25899,12
1922491,20110,1
1922492,9157,10
1922492,9175,30
1922492,9192,7
1922492,9237,2
1922492,9279,15
1922492,9337,6
1922492,11058,26
1922492,11099,18
1922492,14922,11
1922492,15243,13
1922492,16449,31
1922492,16483,8
1922492,18304,20
1922492,18330,5
1922492,18335,14
1922492,20042,27
1922492,20044,19
1922492,20049,16
1922492,20066,23
1922492,21647,22
1922492,21930,12
1922492,21931,3
1922492,21932,1
1922492,21961,24
1922492,21963,17
1922492,21968,25
1922492,24036,29
1922492,24038,21
1922492,24043,9
1922492,24062,4
1922492,25920,28
1922493,17510,1
1922494,9032,11
1922494,9099,15
1922494,9100,10
1922494,9234,13
1922494,9237,5
1922494,14882,14
1922494,14916,6
1922494,18295,23
1922494,18309,2
1922494,18326,18
1922494,18327,20
1922494,18333,8
1922494,19409,21
1922494,20046,9
1922494,20081,25
1922494,20103,16
1922494,21924,3
1922494,21959,1
1922494,23173,19
1922494,24031,12
1922494,24038,7
1922494,24051,22
1922494,24052,4
1922494,25868,24
1922494,25880,17
1922495,20110,1
1922496,9025,1
1922496,9032,2
1922496,9095,4
1922496,14882,5
1922496,15238,3
1922496,18314,6
1922497,9019,4
1922497,9100,5
1922497,9160,3
1922497,16485,6
1922497,21947,1
1922497,24038,2
1922497,25868,7
1922498,24043,1
1922498,25894,2
1922499,8965,13
1922499,9019,15
1922499,9140,6
1922499,18297,5
1922499,18304,19
1922499,18309,14
1922499,18333,9
1922499,20057,4
1922499,20078,2
1922499,20120,3
1922499,21932,7
1922499,21959,18
1922499,21961,20
1922499,24010,8
1922499,24037,1
1922499,24038,10
1922499,24063,12
1922499,24066,17
1922499,25867,16
1922499,25880,11
1922500,11145,10
1922500,20047,1
1922500,20049,5
1922500,20065,8
1922500,20067,2
1922500,20110,12
1922500,20120,11
1922500,21977,7
1922500,22947,4
1922500,24001,6
1922500,24026,3
1922500,25897,9
1922553,18329,2
1922553,18485,1
1922600,15313,1
1922646,8981,1
1922646,9141,4
1922646,9417,2
1922646,16055,3
1922693,9172,10
1922693,9210,45
1922693,9212,47
1922693,9255,30
1922693,9296,6
1922693,9305,41
1922693,9444,29
1922693,9445,11
1922693,9483,27
1922693,9484,13
1922693,9488,36
1922693,9492,3
1922693,9493,9
1922693,9496,5
1922693,9497,8
1922693,11061,1
1922693,11074,18
1922693,11080,24
1922693,11907,19
1922693,11909,39
1922693,11971,14
1922693,14887,42
1922693,14888,26
1922693,14889,34
1922693,14903,35
1922693,15313,37
1922693,15315,12
1922693,16519,32
1922693,16521,31
1922693,16523,40
1922693,16524,16
1922693,18288,2
1922693,18294,17
1922693,18320,15
1922693,18413,28
1922693,19436,23
1922693,19622,4
1922693,20295,43
1922693,20297,33
1922693,22003,21
1922693,22005,22
1922693,24548,7
1922693,24863,25
1922693,24864,38
1922693,25925,46
1922693,25926,44
1922693,25927,20
1922740,9172,1
1922740,9212,9
1922740,9483,4
1922740,9496,8
1922740,14888,11
1922740,14889,2
1922740,16524,3
1922740,18320,10
1922740,22005,7
1922740,24863,5
1922740,24864,6
1922789,9488,1
1922789,11074,2
1922836,18413,1
1922882,9492,2
1922882,16521,1
1922929,9172,6
1922929,9210,7
1922929,9212,27
1922929,9296,5
1922929,9483,21
1922929,9488,30
1922929,9496,23
1922929,11061,18
1922929,11080,24
1922929,11893,14
1922929,11909,25
1922929,11971,32
1922929,14888,16
1922929,14889,22
1922929,15313,2
1922929,15315,10
1922929,16523,9
1922929,16524,12
1922929,18288,31
1922929,18294,13
1922929,18320,19
1922929,19436,29
1922929,19622,17
1922929,20297,8
1922929,22003,1
1922929,22005,15
1922929,24548,33
1922929,24863,3
1922929,24864,20
1922929,25925,4
1922929,25926,26
1922929,25927,11
1922929,26356,28
1922978,9107,1
1922978,9172,2
1922978,20297,3
1923026,22003,2
1923026,24548,1
1923074,8979,14
1923074,8997,53
1923074,9004,37
1923074,9047,12
1923074,9057,20
1923074,9107,6
1923074,9124,36
1923074,9172,7
1923074,9210,40
1923074,9212,3
1923074,9255,70
1923074,9296,42
1923074,9305,61
1923074,9405,45
1923074,9408,8
1923074,9414,2
1923074,9422,15
1923074,9443,41
1923074,9445,62
1923074,9459,33
1923074,9460,28
1923074,9483,73
1923074,9488,58
1923074,9491,31
1923074,9492,56
1923074,9493,59
1923074,9496,21
1923074,9624,30
1923074,11061,50
1923074,11074,68
1923074,11080,54
1923074,11199,22
1923074,11909,75
1923074,11971,23
1923074,14887,48
1923074,14888,1
1923074,14889,69
1923074,14903,52
1923074,15053,17
1923074,15313,74
1923074,15315,16
1923074,15348,24
1923074,15350,67
1923074,16055,51
1923074,16519,13
1923074,16521,9
1923074,16523,18
1923074,16524,35
1923074,18288,29
1923074,18292,76
1923074,18294,38
1923074,18320,19
1923074,18329,32
1923074,18413,55
1923074,18485,26
1923074,18486,43
1923074,19436,5
1923074,19499,10
1923074,19622,46
1923074,20077,34
1923074,20104,39
1923074,20297,57
1923074,22003,66
1923074,22004,4
1923074,22005,72
1923074,22486,47
1923074,24548,65
1923074,24863,44
1923074,24864,71
1923074,25924,49
1923074,25925,60
1923074,25926,63
1923074,25927,25
1923074,26356,11
1923074,26387,27
1923074,26388,64
1923124,11971,1
1923124,14888,2
1923172,9107,4
1923172,9212,1
1923172,9408,2
1923172,19436,3
1923221,9107,1
1923221,9172,2
1926629,9211,23
1926629,9269,1
1926629,11054,20
1926629,11164,12
1926629,11605,8
1926629,16452,22
1926629,18287,6
1926629,18310,13
1926629,18335,3
1926629,20083,4
1926629,20120,17
1926629,21925,24
1926629,21939,18
1926629,21959,10
1926629,21961,11
1926629,21968,19
1926629,21970,15
1926629,21972,5
1926629,23162,7
1926629,24015,21
1926629,24038,9
1926629,24067,2
1926629,25898,14
1926629,25905,16
1926632,9175,1
1926632,17717,4
1926632,18326,2
1926632,20049,3
1926635,9192,21
1926635,9222,13
1926635,9389,5
1926635,11145,11
1926635,14882,27
1926635,15238,19
1926635,15240,10
1926635,16498,6
1926635,17510,28
1926635,18287,23
1926635,18326,2
1926635,20049,15
1926635,20050,35
1926635,20078,12
1926635,20088,16
1926635,20107,18
1926635,20108,25
1926635,20120,20
1926635,21930,14
1926635,21940,3
1926635,21971,1
1926635,21972,9
1926635,22947,7
1926635,23048,32
1926635,23173,4
1926635,24007,34
1926635,24010,8
1926635,24032,26
1926635,24037,17
1926635,24040,22
1926635,24042,24
1926635,24046,30
1926635,25876,29
1926635,25882,31
1926635,25912,33
1926638,8976,13
1926638,8983,10
1926638,8988,5
1926638,9024,18
1926638,9037,4
1926638,9051,23
1926638,9077,8
1926638,9085,19
1926638,9100,7
1926638,9201,3
1926638,15234,9
1926638,16500,22
1926638,16502,1
1926638,18304,2
1926638,20069,16
1926638,20074,11
1926638,20115,15
1926638,23048,6
1926638,24030,20
1926638,24038,24
1926638,24044,21
1926638,24051,17
1926638,25216,12
1926638,25871,14
1926638,25877,25
1926640,9200,14
1926640,9269,6
1926640,14906,18
1926640,16460,11
1926640,16471,22
1926640,16490,9
1926640,17980,1
1926640,18291,4
1926640,18310,2
1926640,19664,5
1926640,20044,16
1926640,20114,3
1926640,21927,17
1926640,21929,20
1926640,21935,19
1926640,21967,12
1926640,22947,24
1926640,24000,13
1926640,24006,8
1926640,24016,23
1926640,24019,21
1926640,24039,7
1926640,25898,15
1926640,25906,10
1926643,20048,5
1926643,20066,6
1926643,20071,2
1926643,24010,4
1926643,24026,7
1926643,24038,3
1926643,24039,1
1926646,9389,1
1926646,20045,2
1926646,20078,4
1926646,20088,5
1926646,25887,3
1926649,8955,4
1926649,8957,19
1926649,8976,8
1926649,9019,21
1926649,9037,17
1926649,9051,25
1926649,9100,5
1926649,9140,10
1926649,9234,27
1926649,9312,7
1926649,11201,12
1926649,15238,20
1926649,16485,1
1926649,17981,11
1926649,18301,3
1926649,18309,15
1926649,18316,16
1926649,20061,26
1926649,20069,13
1926649,20115,2
1926649,24018,22
1926649,24044,14
1926649,24049,28
1926649,24051,9
1926649,24057,18
1926649,25216,6
1926649,25866,24
1926649,25873,23
1926652,8964,4
1926652,8972,9
1926652,9025,7
1926652,9140,6
1926652,9161,1
1926652,9312,13
1926652,9340,5
1926652,11867,2
1926652,14916,15
1926652,15205,11
1926652,15216,3
1926652,15241,10
1926652,16487,14
1926652,18316,12
1926652,20059,17
1926652,20081,16
1926652,24963,8
1926654,20098,1
1926654,24055,2
1926657,9234,2
1926657,18317,1
1926660,9192,17
1926660,9254,18
1926660,14922,4
1926660,14924,10
1926660,16449,9
1926660,18286,1
1926660,20044,19
1926660,20049,11
1926660,20064,12
1926660,21967,6
1926660,21968,16
1926660,21969,15
1926660,21970,7
1926660,21972,5
1926660,22947,3
1926660,24012,13
1926660,24042,14
1926660,24050,8
1926660,24062,2
1926663,17510,1
1926663,20045,2
1926666,8995,9
1926666,9021,91
1926666,9059,29
1926666,9077,2
1926666,9089,109
1926666,9100,98
1926666,9137,108
1926666,9209,59
1926666,9254,110
1926666,9273,27
1926666,9324,3
1926666,9329,79
1926666,9346,45
1926666,9389,97
1926666,11054,39
1926666,11058,51
1926666,11077,73
1926666,11129,83
1926666,11137,67
1926666,11201,14
1926666,14026,44
1926666,14893,71
1926666,14916,48
1926666,14922,107
1926666,14924,77
1926666,15234,80
1926666,15241,106
1926666,15243,57
1926666,16452,42
1926666,16460,37
1926666,16463,30
1926666,16471,76
1926666,16476,70
1926666,16477,94
1926666,16483,7
1926666,16487,4
1926666,17717,12
1926666,17958,43
1926666,17980,21
1926666,18287,78
1926666,18290,92
1926666,18304,41
1926666,18308,85
1926666,18309,89
1926666,18317,111
1926666,18330,40
1926666,18331,61
1926666,18332,10
1926666,18335,112
1926666,19692,18
1926666,19693,93
1926666,19694,26
1926666,20047,63
1926666,20048,54
1926666,20054,28
1926666,20057,88
1926666,20062,86
1926666,20064,17
1926666,20066,82
1926666,20071,66
1926666,20075,47
1926666,20076,62
1926666,20084,99
1926666,20090,8
1926666,20110,1
1926666,20111,104
1926666,20115,20
1926666,20120,69
1926666,21647,23
1926666,21930,11
1926666,21941,101
1926666,21946,46
1926666,21957,34
1926666,21966,87
1926666,21970,13
1926666,21971,84
1926666,21972,5
1926666,21973,95
1926666,21976,53
1926666,21977,50
1926666,22939,75
1926666,22967,22
1926666,23048,16
1926666,23161,52
1926666,23162,33
1926666,23182,38
1926666,23997,58
1926666,24000,19
1926666,24010,6
1926666,24011,72
1926666,24012,64
1926666,24024,15
1926666,24026,25
1926666,24032,68
1926666,24039,102
1926666,24040,65
1926666,24044,90
1926666,24050,55
1926666,24063,49
1926666,24065,24
1926666,24066,105
1926666,24067,60
1926666,24068,81
1926666,25201,96
1926666,25234,74
1926666,25871,113
1926666,25877,56
1926666,25888,32
1926666,25892,100
1926666,25899,31
1926666,25912,36
1926666,25914,35
1926666,25919,103
1926668,21972,1
1926672,9025,1
1926672,16485,2
1926675,9389,1
1926678,18304,3
1926678,24016,2
1926678,24056,1
1926681,9279,6
1926681,9337,11
1926681,11054,30
1926681,11145,16
1926681,16452,1
1926681,16454,14
1926681,16468,19
1926681,16473,8
1926681,16476,2
1926681,17510,15
1926681,17704,29
1926681,18290,18
1926681,18330,7
1926681,18335,28
1926681,20047,17
1926681,21386,12
1926681,21925,5
1926681,21928,21
1926681,21940,4
1926681,21965,23
1926681,21966,20
1926681,24007,9
1926681,24019,31
1926681,24032,3
1926681,24042,26
1926681,24062,13
1926681,24067,10
1926681,25894,24
1926681,25908,22
1926681,25920,27
1926681,25922,25
1926683,8955,30
1926683,8964,39
1926683,8976,12
1926683,8988,21
1926683,9019,1
1926683,9021,55
1926683,9023,58
1926683,9025,5
1926683,9032,34
1926683,9037,57
1926683,9050,44
1926683,9077,14
1926683,9085,15
1926683,9100,10
1926683,9137,45
1926683,9140,32
1926683,9167,28
1926683,9201,52
1926683,9360,8
1926683,11201,56
1926683,11867,40
1926683,14082,38
1926683,14920,46
1926683,15208,11
1926683,15239,27
1926683,16485,6
1926683,16492,59
1926683,16498,17
1926683,16502,7
1926683,18289,31
1926683,18309,54
1926683,18314,48
1926683,18316,13
1926683,18332,23
1926683,19694,35
1926683,20046,3
1926683,20057,63
1926683,20061,33
1926683,20062,60
1926683,20111,25
1926683,20115,26
1926683,21642,37
1926683,21943,18
1926683,21955,20
1926683,21962,47
1926683,22929,2
1926683,22939,24
1926683,23048,4
1926683,23999,43
1926683,24021,9
1926683,24030,49
1926683,24040,42
1926683,24051,19
1926683,24056,51
1926683,24057,41
1926683,24059,22
1926683,24065,29
1926683,24066,36
1926683,25216,16
1926683,25863,61
1926683,25868,50
1926683,25878,62
1926683,25892,53
1926686,21962,1
1926689,8964,1
1926689,8988,33
1926689,9023,6
1926689,9025,11
1926689,9032,20
1926689,9085,24
1926689,9100,29
1926689,9140,15
1926689,9160,45
1926689,9360,22
1926689,14090,9
1926689,14882,4
1926689,15239,27
1926689,16022,48
1926689,16269,40
1926689,16487,5
1926689,16500,36
1926689,18289,44
1926689,18326,30
1926689,18327,17
1926689,18333,54
1926689,19694,34
1926689,20046,46
1926689,20059,38
1926689,20081,47
1926689,20086,8
1926689,20088,31
1926689,20089,21
1926689,20115,3
1926689,21642,28
1926689,21943,13
1926689,21957,12
1926689,22939,50
1926689,23048,16
1926689,23999,35
1926689,24005,19
1926689,24010,7
1926689,24011,32
1926689,24017,10
1926689,24018,51
1926689,24020,42
1926689,24021,25
1926689,24024,26
1926689,24027,37
1926689,24038,49
1926689,24040,43
1926689,24051,2
1926689,24061,39
1926689,24064,23
1926689,24066,14
1926689,24913,18
1926689,25862,41
1926689,25890,53
1926689,25893,52
1926692,14922,3
1926692,20049,1
1926692,20110,4
1926692,21935,2
1926694,11054,28
1926694,11076,5
1926694,21386,15
1926694,21970,10
1926694,23162,30
1926694,23182,27
1926694,24016,14
1926694,24035,7
1926694,24055,3
1926694,24062,16
1926694,24067,26
1926694,25207,23
1926694,25234,6
1926694,25894,4
1926694,25895,25
1926694,25896,8
1926694,25898,18
1926694,25899,29
1926694,25901,19
1926694,25906,21
1926694,25909,9
1926694,25910,20
1926694,25911,24
1926694,25912,22
1926694,25913,2
1926694,25915,1
1926694,25916,11
1926694,25918,12
1926694,25922,13
1926694,25923,17
1926697,9324,1
1926697,11201,2
1926700,14922,3
1926700,21932,2
1926700,24055,1
1926703,9157,2
1926703,18332,4
1926703,21931,1
1926703,21932,3
1926706,11605,19
1926706,14906,12
1926706,14922,3
1926706,16473,24
1926706,18286,7
1926706,18291,18
1926706,18310,1
1926706,19676,22
1926706,20042,23
1926706,20044,4
1926706,20049,9
1926706,20075,25
1926706,20083,6
1926706,20084,8
1926706,20108,21
1926706,21647,13
1926706,21922,20
1926706,21934,17
1926706,21941,14
1926706,21972,11
1926706,24000,16
1926706,24001,10
1926706,24025,2
1926706,24026,26
1926706,24055,15
1926706,25905,5
1926708,9175,1
1926708,9209,13
1926708,13318,21
1926708,14084,17
1926708,14906,11
1926708,15208,4
1926708,18321,23
1926708,18335,7
1926708,20074,27
1926708,20091,26
1926708,20114,5
1926708,21929,2
1926708,21939,19
1926708,23162,6
1926708,24003,16
1926708,24010,25
1926708,24015,9
1926708,24031,22
1926708,24035,14
1926708,24039,8
1926708,24050,18
1926708,24067,3
1926708,25207,12
1926708,25863,24
1926708,25867,20
1926708,25894,10
1926708,25897,15
1926711,18304,3
1926711,18309,5
1926711,20120,4
1926711,21959,2
1926711,21962,1
1926714,14906,5
1926714,16454,10
1926714,16468,7
1926714,16490,6
1926714,18335,2
1926714,20075,8
1926714,21934,4
1926714,21963,1
1926714,24023,9
1926714,25207,3
1926714,25910,11
1926718,20049,2
1926718,20083,3
1926718,21972,1
1926721,18310,1
1926723,9200,6
1926723,9279,10
1926723,18291,4
1926723,20098,8
1926723,20120,1
1926723,21970,5
1926723,24006,2
1926723,24026,3
1926723,24055,9
1926723,25914,7
1926726,9140,2
1926726,18304,3
1926726,24016,1
1926729,9029,29
1926729,9037,39
1926729,9051,22
1926729,9077,36
1926729,9099,5
1926729,9100,9
1926729,9109,19
1926729,9121,24
1926729,9140,12
1926729,9160,6
1926729,9167,32
1926729,9234,41
1926729,9312,30
1926729,15208,21
1926729,15234,23
1926729,15235,14
1926729,15239,8
1926729,16488,34
1926729,18312,38
1926729,18316,16
1926729,18326,15
1926729,18327,18
1926729,18332,35
1926729,20052,13
1926729,20054,42
1926729,20057,20
1926729,20061,25
1926729,20062,10
1926729,20115,11
1926729,21923,1
1926729,21936,37
1926729,22929,17
1926729,24002,3
1926729,24018,33
1926729,24030,26
1926729,24063,2
1926729,24064,28
1926729,24065,7
1926729,24913,40
1926729,25216,27
1926729,25866,4
1926729,25888,31
1926732,14084,3
1926732,16271,11
1926732,16476,1
1926732,18287,12
1926732,20088,10
1926732,21386,5
1926732,21955,6
1926732,24010,7
1926732,24018,4
1926732,25895,8
1926732,25909,2
1926732,25921,9
1926735,20049,1
1926737,11054,4
1926737,18291,3
1926737,18297,2
1926737,18310,5
1926737,20066,8
1926737,24006,1
1926737,24042,6
1926737,24055,7
1926737,25880,9
1926740,24006,1
1926740,24035,2
1926743,20067,1
1926746,24026,1
1926749,8976,14
1926749,9019,1
1926749,9021,44
1926749,9025,8
1926749,9100,13
1926749,9121,19
1926749,9137,32
1926749,9140,23
1926749,9160,16
1926749,9201,33
1926749,11200,41
1926749,11867,28
1926749,14082,27
1926749,15208,36
1926749,15241,34
1926749,16485,26
1926749,17981,11
1926749,18289,3
1926749,18295,37
1926749,18301,10
1926749,18332,21
1926749,20045,6
1926749,20046,7
1926749,20056,9
1926749,20057,42
1926749,20061,39
1926749,20069,12
1926749,20090,25
1926749,20115,40
1926749,21642,31
1926749,21962,24
1926749,22929,5
1926749,22966,4
1926749,23048,45
1926749,24010,29
1926749,24049,15
1926749,24051,35
1926749,24057,18
1926749,24059,20
1926749,24065,38
1926749,24066,22
1926749,24963,2
1926749,25216,17
1926749,25873,30
1926749,25888,46
1926749,25889,43
1926751,14922,12
1926751,15240,7
1926751,16449,10
1926751,18310,14
1926751,18330,16
1926751,20049,11
1926751,21924,8
1926751,21932,3
1926751,21938,5
1926751,21939,13
1926751,21968,1
1926751,24007,2
1926751,24012,4
1926751,24031,9
1926751,24071,15
1926751,25902,6
1926754,14922,14
1926754,15243,5
1926754,18287,12
1926754,18330,20
1926754,18333,18
1926754,20049,3
1926754,20066,17
1926754,20083,21
1926754,20108,8
1926754,21932,15
1926754,21940,16
1926754,21959,6
1926754,21965,11
1926754,22947,4
1926754,24003,13
1926754,24007,7
1926754,24011,2
1926754,24038,10
1926754,24042,1
1926754,24058,9
1926754,24063,19
1926754,25899,22
1926757,9200,25
1926757,11058,9
1926757,14924,13
1926757,15051,1
1926757,16468,4
1926757,16490,15
1926757,18300,12
1926757,20047,6
1926757,20083,2
1926757,20098,17
1926757,20114,11
1926757,21929,16
1926757,21930,8
1926757,21977,21
1926757,22947,7
1926757,23161,14
1926757,23997,19
1926757,24012,5
1926757,24038,24
1926757,25895,18
1926757,25896,10
1926757,25901,20
1926757,25905,22
1926757,25921,23
1926757,25923,3
1926760,20065,1
1926764,9023,31
1926764,9025,97
1926764,9032,26
1926764,9089,47
1926764,9137,15
1926764,9138,2
1926764,9140,64
1926764,9151,54
1926764,9213,70
1926764,9220,55
1926764,9237,7
1926764,9273,88
1926764,9294,101
1926764,9324,104
1926764,9329,25
1926764,9337,95
1926764,9346,66
1926764,9360,74
1926764,9381,60
1926764,11047,45
1926764,11058,75
1926764,11077,83
1926764,11099,67
1926764,11137,1
1926764,11145,41
1926764,11164,40
1926764,11201,63
1926764,14084,14
1926764,14090,106
1926764,14882,9
1926764,14893,105
1926764,14924,107
1926764,15051,61
1926764,15228,82
1926764,15241,80
1926764,16022,51
1926764,16271,91
1926764,16447,4
1926764,16452,16
1926764,16454,85
1926764,16463,42
1926764,16468,110
1926764,16471,3
1926764,16476,50
1926764,16480,29
1926764,16498,23
1926764,17704,18
1926764,17717,10
1926764,17980,30
1926764,18290,37
1926764,18295,79
1926764,18300,49
1926764,18304,87
1926764,18308,13
1926764,18309,73
1926764,18332,94
1926764,18333,43
1926764,18335,5
1926764,19370,44
1926764,19693,69
1926764,20054,56
1926764,20066,20
1926764,20075,6
1926764,20084,39
1926764,20090,59
1926764,20108,71
1926764,20112,103
1926764,20120,53
1926764,21940,90
1926764,21941,98
1926764,21946,27
1926764,21950,81
1926764,21967,89
1926764,21970,12
1926764,21973,24
1926764,21974,21
1926764,22929,19
1926764,22947,52
1926764,23048,11
1926764,23182,8
1926764,23998,48
1926764,23999,57
1926764,24019,93
1926764,24031,84
1926764,24038,99
1926764,24045,58
1926764,24048,102
1926764,24059,72
1926764,24067,108
1926764,24068,22
1926764,24984,34
1926764,25207,86
1926764,25861,100
1926764,25867,109
1926764,25874,38
1926764,25876,36
1926764,25877,77
1926764,25880,46
1926764,25899,68
1926764,25900,78
1926764,25901,32
1926764,25905,28
1926764,25910,62
1926764,25911,33
1926764,25912,96
1926764,25914,92
1926764,25917,65
1926764,25920,17
1926764,25921,35
1926764,25922,76
1926766,18286,1
1926766,24062,2
1926766,25916,3
1926769,24051,2
1926769,25204,1
1926769,25867,4
1926769,25869,3
1926772,11054,6
1926772,11605,10
1926772,11606,3
1926772,16460,2
1926772,18291,4
1926772,19664,5
1926772,20083,8
1926772,21927,12
1926772,21941,7
1926772,24001,1
1926772,24006,9
1926772,25913,11
1926775,16495,1
1926775,18304,2
1926777,9157,20
1926777,9175,24
1926777,9209,7
1926777,11145,6
1926777,11164,16
1926777,16454,4
1926777,16476,19
1926777,18300,11
1926777,18321,13
1926777,18330,1
1926777,18332,2
1926777,20110,22
1926777,21929,8
1926777,21930,9
1926777,21931,14
1926777,21932,10
1926777,21965,5
1926777,23998,3
1926777,24015,18
1926777,24019,15
1926777,24035,17
1926777,24036,12
1926777,24043,21
1926777,24044,23
1926777,25895,26
1926777,25912,25
1926777,26460,27
1926780,9200,34
1926780,9211,39
1926780,9269,28
1926780,9381,22
1926780,11605,25
1926780,14906,16
1926780,14922,10
1926780,14924,1
1926780,16037,35
1926780,16449,26
1926780,16468,24
1926780,18290,7
1926780,18335,9
1926780,19676,19
1926780,20120,36
