bill_id,people_id,position
1901856,18291,1
1901857,9175,1
1901857,11145,5
1901857,16454,10
1901857,16473,6
1901857,16476,27
1901857,17958,7
1901857,18304,3
1901857,18330,14
1901857,20083,9
1901857,21922,22
1901857,21925,24
1901857,21927,19
1901857,21932,8
1901857,21963,11
1901857,21965,18
1901857,23998,21
1901857,24000,12
1901857,24015,20
1901857,24023,25
1901857,24035,23
1901857,24036,17
1901857,24043,15
1901857,24045,13
1901857,24058,4
1901857,25912,16
1901857,25919,2
1901857,25922,26
1901858,25914,1
1901859,16449,2
1901859,18291,1
1901860,9492,1
1901862,18291,1
1901863,9200,91
1901863,9217,60
1901863,9220,81
1901863,9254,68
1901863,9279,55
1901863,9294,63
1901863,9324,28
1901863,9329,31
1901863,9389,93
1901863,11054,46
1901863,11058,37
1901863,11099,64
1901863,11132,41
1901863,11606,61
1901863,14026,43
1901863,14084,53
1901863,14906,25
1901863,14922,71
1901863,15051,52
1901863,15240,50
1901863,16447,5
1901863,16449,62
1901863,16454,20
1901863,16458,24
1901863,16476,16
1901863,16490,32
1901863,18287,29
1901863,18290,4
1901863,18291,33
1901863,18310,3
1901863,18330,23
1901863,18331,82
1901863,19370,58
1901863,19664,48
1901863,19692,88
1901863,20044,44
1901863,20047,15
1901863,20049,10
1901863,20060,6
1901863,20075,27
1901863,20083,18
1901863,20084,66
1901863,20096,22
1901863,20098,19
1901863,20100,47
1901863,20114,7
1901863,20120,17
1901863,21922,13
1901863,21925,65
1901863,21927,42
1901863,21928,1
1901863,21929,56
1901863,21930,72
1901863,21935,49
1901863,21938,26
1901863,21939,80
1901863,21940,11
1901863,21946,57
1901863,21959,74
1901863,21968,54
1901863,21971,40
1901863,21973,14
1901863,21977,36
1901863,23161,21
1901863,23162,8
1901863,23182,79
1901863,23998,9
1901863,24007,35
1901863,24016,2
1901863,24019,77
1901863,24023,76
1901863,24026,78
1901863,24035,30
1901863,24036,75
1901863,24039,12
1901863,24043,45
1901863,24048,83
1901863,24053,34
1901863,24067,67
1901863,25207,84
1901863,25895,86
1901863,25896,92
1901863,25897,51
1901863,25900,73
1901863,25901,39
1901863,25903,38
1901863,25907,70
1901863,25909,89
1901863,25912,87
1901863,25915,69
1901863,25917,90
1901863,25921,85
1901863,25922,59
1901864,11054,4
1901864,18291,1
1901864,24001,2
1901864,24006,3
1901865,11606,1
1901866,9217,1
1901866,9337,2
1901866,9381,11
1901866,11605,13
1901866,15228,9
1901866,15243,4
1901866,16460,14
1901866,18335,3
1901866,20047,20
1901866,20108,18
1901866,21925,10
1901866,21946,16
1901866,21974,19
1901866,24001,12
1901866,24016,5
1901866,24023,6
1901866,24025,7
1901866,24062,15
1901866,25903,8
1901866,25904,17
1901867,14922,4
1901867,16452,6
1901867,18291,1
1901867,19664,7
1901867,20047,5
1901867,21929,8
1901867,24000,3
1901867,24055,2
1901868,18291,1
1901869,21950,1
1901870,18291,1
1901871,18291,1
1901872,14922,16
1901872,15051,5
1901872,16449,19
1901872,20042,12
1901872,20047,7
1901872,20083,10
1901872,21963,3
1901872,21968,6
1901872,21971,1
1901872,24023,2
1901872,24038,4
1901872,24039,11
1901872,25207,14
1901872,25897,8
1901872,25899,9
1901872,25906,17
1901872,25907,15
1901872,25912,13
1901872,25914,18
1901873,9492,1
1901874,16471,4
1901874,18291,1
1901874,18310,3
1901874,20120,6
1901874,21929,5
1901874,24055,2
1901875,9217,1
1901876,15228,1
1901877,18304,1
1901878,18291,1
1901878,21965,2
1901878,25897,3
1901879,14026,3
1901879,19664,5
1901879,20047,9
1901879,20120,12
1901879,21647,13
1901879,21922,10
1901879,21929,11
1901879,21935,2
1901879,21970,4
1901879,24001,7
1901879,24006,6
1901879,24026,1
1901879,24055,8
1901879,25909,14
1901880,18291,1
1901881,17958,1
1901881,21935,3
1901881,25914,2
1901882,8955,156
1901882,8957,111
1901882,8963,24
1901882,8964,32
1901882,8967,40
1901882,8972,50
1901882,8976,72
1901882,8983,88
1901882,8988,127
1901882,8989,134
1901882,8995,157
1901882,9019,19
1901882,9021,28
1901882,9023,29
1901882,9024,30
1901882,9025,31
1901882,9029,194
1901882,9032,38
1901882,9035,41
1901882,9037,46
1901882,9050,60
1901882,9051,61
1901882,9059,62
1901882,9065,65
1901882,9076,80
1901882,9077,81
1901882,9083,85
1901882,9085,86
1901882,9089,91
1901882,9095,99
1901882,9099,105
1901882,9100,1
1901882,9109,115
1901882,9121,125
1901882,9126,131
1901882,9127,132
1901882,9137,146
1901882,9138,196
1901882,9140,200
1901882,9144,184
1901882,9151,12
1901882,9160,93
1901882,9161,95
1901882,9167,149
1901882,9201,135
1901882,9234,27
1901882,9307,106
1901882,9312,118
1901882,9340,33
1901882,9360,54
1901882,9394,192
1901882,11200,160
1901882,11201,133
1901882,11867,74
1901882,13869,13
1901882,14082,9
1901882,14085,97
1901882,14090,42
1901882,14137,2
1901882,14882,16
1901882,14893,52
1901882,14898,67
1901882,14916,129
1901882,14920,154
1901882,15205,10
1901882,15208,63
1901882,15216,25
1901882,15234,116
1901882,15235,113
1901882,15236,122
1901882,15238,142
1901882,15239,144
1901882,15241,155
1901882,16022,75
1901882,16065,3
1901882,16269,108
1901882,16271,5
1901882,16485,158
1901882,16487,14
1901882,16488,11
1901882,16492,44
1901882,16495,150
1901882,16496,4
1901882,16498,102
1901882,16500,84
1901882,16502,45
1901882,16824,195
1901882,17981,49
1901882,18289,8
1901882,18295,18
1901882,18297,182
1901882,18301,48
1901882,18309,162
1901882,18312,71
1901882,18314,77
1901882,18316,78
1901882,18326,112
1901882,18327,120
1901882,18332,137
1901882,18333,197
1901882,19409,59
1901882,19693,100
1901882,19694,126
1901882,20045,22
1901882,20046,23
1901882,20048,34
1901882,20050,36
1901882,20052,170
1901882,20054,37
1901882,20056,39
1901882,20057,47
1901882,20059,188
1901882,20061,55
1901882,20062,57
1901882,20069,187
1901882,20071,64
1901882,20081,186
1901882,20086,89
1901882,20088,107
1901882,20089,109
1901882,20090,110
1901882,20094,117
1901882,20103,199
1901882,20107,139
1901882,20111,140
1901882,20112,128
1901882,20115,147
1901882,20116,152
1901882,20119,153
1901882,21642,98
1901882,21923,70
1901882,21936,159
1901882,21943,103
1901882,21947,161
1901882,21955,121
1901882,21957,83
1901882,21962,151
1901882,21976,141
1901882,22929,20
1901882,22939,138
1901882,22966,15
1901882,23048,26
1901882,23173,123
1901882,23999,17
1901882,24002,7
1901882,24004,35
1901882,24005,21
1901882,24011,43
1901882,24017,53
1901882,24018,51
1901882,24020,56
1901882,24021,58
1901882,24024,66
1901882,24027,68
1901882,24030,69
1901882,24033,73
1901882,24040,79
1901882,24041,82
1901882,24044,101
1901882,24046,92
1901882,24049,87
1901882,24051,104
1901882,24052,96
1901882,24056,114
1901882,24057,119
1901882,24059,130
1901882,24061,143
1901882,24063,136
1901882,24064,124
1901882,24065,148
1901882,24066,145
1901882,24913,90
1901882,24963,6
1901882,25201,76
1901882,25216,94
1901882,25862,172
1901882,25863,164
1901882,25864,168
1901882,25865,169
1901882,25866,178
1901882,25867,185
1901882,25868,179
1901882,25870,167
1901882,25871,198
1901882,25872,176
1901882,25873,175
1901882,25875,189
1901882,25876,166
1901882,25878,181
1901882,25879,183
1901882,25881,193
1901882,25883,174
1901882,25885,190
1901882,25886,201
1901882,25887,177
1901882,25888,171
1901882,25889,173
1901882,25890,165
1901882,25891,163
1901882,25892,191
1901882,25893,180
1901883,9211,2
1901883,9217,1
1901883,9279,6
1901883,15228,3
1901883,16483,8
1901883,18291,4
1901883,20108,5
1901883,21974,9
1901883,24034,7
1901883,25923,10
1901884,9175,53
1901884,9209,11
1901884,9237,44
1901884,9269,20
1901884,9274,77
1901884,9346,33
1901884,11058,49
1901884,11077,2
1901884,11129,28
1901884,11132,71
1901884,11145,36
1901884,11164,39
1901884,14084,46
1901884,14922,22
1901884,15051,78
1901884,16037,56
1901884,16447,70
1901884,16449,26
1901884,16452,30
1901884,16454,69
1901884,16460,63
1901884,16473,74
1901884,16483,42
1901884,17704,58
1901884,17958,37
1901884,17980,45
1901884,18286,43
1901884,18291,25
1901884,18300,59
1901884,18310,6
1901884,18317,29
1901884,18335,65
1901884,19370,3
1901884,19692,82
1901884,20047,84
1901884,20049,12
1901884,20060,7
1901884,20064,13
1901884,20065,41
1901884,20066,34
1901884,20075,15
1901884,20083,14
1901884,20084,48
1901884,20098,62
1901884,20108,17
1901884,20110,1
1901884,21647,83
1901884,21928,23
1901884,21930,54
1901884,21938,35
1901884,21941,47
1901884,21948,72
1901884,21965,8
1901884,21968,68
1901884,21970,27
1901884,21974,18
1901884,21977,31
1901884,22947,38
1901884,23162,5
1901884,23998,40
1901884,24000,57
1901884,24001,16
1901884,24007,19
1901884,24012,55
1901884,24015,21
1901884,24023,4
1901884,24026,10
1901884,24037,60
1901884,24045,32
1901884,24053,80
1901884,24055,9
1901884,24062,24
1901884,25207,76
1901884,25234,66
1901884,25897,67
1901884,25899,64
1901884,25900,61
1901884,25903,52
1901884,25906,79
1901884,25909,75
1901884,25910,73
1901884,25916,50
1901884,25920,51
1901884,25923,81
1901885,9389,1
1901886,18291,1
1901887,18291,1
1901887,21922,3
1901887,24006,6
1901887,24055,2
1901887,25894,5
1901887,25897,4
1901888,18291,1
1901889,9217,1
1901889,14922,2
1901890,11145,3
1901890,15241,2
1901890,18295,9
1901890,20084,5
1901890,21973,1
1901890,22947,4
1901890,24025,8
1901890,24035,6
1901890,24037,7
1901891,16447,2
1901891,18291,1
1901891,20076,4
1901891,21922,3
1901892,8955,70
1901892,8964,21
1901892,8967,95
1901892,8976,38
1901892,8988,57
1901892,9019,11
1901892,9021,17
1901892,9023,18
1901892,9024,19
1901892,9025,20
1901892,9032,22
1901892,9037,24
1901892,9050,31
1901892,9059,33
1901892,9095,47
1901892,9099,48
1901892,9100,49
1901892,9109,52
1901892,9121,77
1901892,9126,80
1901892,9137,64
1901892,9140,65
1901892,9151,7
1901892,9160,85
1901892,9161,45
1901892,9201,78
1901892,9234,16
1901892,9312,54
1901892,11200,73
1901892,11201,87
1901892,13869,8
1901892,14082,5
1901892,14085,46
1901892,14882,10
1901892,15205,82
1901892,15208,34
1901892,15216,90
1901892,15234,53
1901892,15238,61
1901892,15239,62
1901892,16022,40
1901892,16271,2
1901892,16485,71
1901892,16488,6
1901892,16492,94
1901892,16500,42
1901892,16824,88
1901892,17981,26
1901892,18289,4
1901892,18301,25
1901892,18312,37
1901892,18314,84
1901892,18326,51
1901892,18332,89
1901892,19694,56
1901892,20045,13
1901892,20046,14
1901892,20056,23
1901892,20059,27
1901892,20061,92
1901892,20062,30
1901892,20069,32
1901892,20088,93
1901892,20089,86
1901892,20090,50
1901892,20094,1
1901892,20111,59
1901892,20115,66
1901892,20116,69
1901892,21642,79
1901892,21923,36
1901892,21936,72
1901892,21962,68
1901892,21976,60
1901892,22929,12
1901892,22939,75
1901892,22966,9
1901892,23048,15
1901892,24002,3
1901892,24004,81
1901892,24005,76
1901892,24017,29
1901892,24018,28
1901892,24020,83
1901892,24030,35
1901892,24033,39
1901892,24040,74
1901892,24041,41
1901892,24057,55
1901892,24065,67
1901892,24066,63
1901892,24913,43
1901892,25216,44
1901892,25878,58
1901892,25892,91
1901893,11054,17
1901893,14026,5
1901893,15228,2
1901893,16471,7
1901893,18291,1
1901893,18310,9
1901893,18335,12
1901893,19407,10
1901893,20100,19
1901893,20110,20
1901893,21941,18
1901893,21965,8
1901893,21966,16
1901893,23182,21
1901893,24000,3
1901893,24001,14
1901893,24006,6
1901893,24016,13
1901893,24026,4
1901893,24043,22
1901893,24045,15
1901893,24055,11
1901894,9209,40
1901894,9217,24
1901894,9274,42
1901894,11047,13
1901894,11054,18
1901894,11132,20
1901894,11145,39
1901894,11605,43
1901894,14026,1
1901894,14906,32
1901894,14922,38
1901894,16452,4
1901894,16471,27
1901894,16490,31
1901894,17958,14
1901894,18291,2
1901894,18304,17
1901894,18330,34
1901894,18335,37
1901894,19370,15
1901894,19407,29
1901894,19664,10
1901894,20044,6
1901894,20047,9
1901894,20065,41
1901894,20100,33
1901894,20110,36
1901894,21922,28
1901894,21927,3
1901894,21928,8
1901894,21935,19
1901894,21941,26
1901894,21944,35
1901894,21965,23
1901894,23162,16
1901894,24000,7
1901894,24001,5
1901894,24003,11
1901894,24006,12
1901894,24026,21
1901894,24035,22
1901894,24045,25
1901894,24055,30
1901894,25207,46
1901894,25234,44
1901894,25894,45
1901894,25920,47
1901895,9050,1
1901896,9389,1
1901897,18291,1
1901897,21966,3
1901897,24006,2
1901898,18291,1
1901899,21970,2
1901899,24062,1
1901900,11054,2
1901900,17958,1
1901901,18291,1
1901902,18291,1
1901903,9414,1
1901904,18304,1
1901904,25917,2
1901905,18291,1
1901905,24006,3
1901905,24055,2
1901906,20108,1
1901906,21950,3
1901906,23162,2
1901907,16502,4
1901907,18326,2
1901907,20060,3
1901907,21973,1
1901908,18291,1
1901909,18291,1
1901910,9408,1
1901910,15315,2
1901911,18290,1
1901912,8965,46
1901912,9175,36
1901912,9192,17
1901912,9200,41
1901912,9217,37
1901912,9346,28
1901912,11164,7
1901912,14922,29
1901912,15051,55
1901912,16447,2
1901912,16449,10
1901912,16452,9
1901912,16454,5
1901912,16468,6
1901912,18317,19
1901912,18335,24
1901912,20047,13
1901912,20049,16
1901912,20065,44
1901912,20075,30
1901912,20076,39
1901912,20098,52
1901912,20108,31
1901912,20120,32
1901912,21934,4
1901912,21935,3
1901912,21938,11
1901912,21939,20
1901912,21941,54
1901912,21950,40
1901912,21961,22
1901912,21965,12
1901912,21966,38
1901912,21970,14
1901912,21974,26
1901912,21977,27
1901912,23162,18
1901912,24003,1
