bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1901792,3094832,text,230445,application/pdf,Introduced,https://legiscan.com/US/text/HB104/id/3094832,https://www.congress.gov/119/bills/hr104/BILLS-119hr104ih.pdf
1901815,3092968,text,230224,application/pdf,Introduced,https://legiscan.com/US/text/HB105/id/3092968,https://www.congress.gov/119/bills/hr105/BILLS-119hr105ih.pdf
1901871,3092984,text,236420,application/pdf,Introduced,https://legiscan.com/US/text/HB106/id/3092984,https://www.congress.gov/119/bills/hr106/BILLS-119hr106ih.pdf
1901868,3092983,text,231059,application/pdf,Introduced,https://legiscan.com/US/text/HB107/id/3092983,https://www.congress.gov/119/bills/hr107/BILLS-119hr107ih.pdf
1901826,3092063,text,232244,application/pdf,Introduced,https://legiscan.com/US/text/HB108/id/3092063,https://www.congress.gov/119/bills/hr108/BILLS-119hr108ih.pdf
1901880,3091396,text,234250,application/pdf,Introduced,https://legiscan.com/US/text/HB109/id/3091396,https://www.congress.gov/119/bills/hr109/BILLS-119hr109ih.pdf
1901862,3090187,text,236177,application/pdf,Introduced,https://legiscan.com/US/text/HB110/id/3090187,https://www.congress.gov/119/bills/hr110/BILLS-119hr110ih.pdf
1901901,3090225,text,232188,application/pdf,Introduced,https://legiscan.com/US/text/HB111/id/3090225,https://www.congress.gov/119/bills/hr111/BILLS-119hr111ih.pdf
1901908,3090188,text,230406,application/pdf,Introduced,https://legiscan.com/US/text/HB112/id/3090188,https://www.congress.gov/119/bills/hr112/BILLS-119hr112ih.pdf
1901750,3092554,text,238337,application/pdf,Introduced,https://legiscan.com/US/text/HB113/id/3092554,https://www.congress.gov/119/bills/hr113/BILLS-119hr113ih.pdf
1901756,3090352,text,231015,application/pdf,Introduced,https://legiscan.com/US/text/HB114/id/3090352,https://www.congress.gov/119/bills/hr114/BILLS-119hr114ih.pdf
1901770,3090233,text,232395,application/pdf,Introduced,https://legiscan.com/US/text/HB115/id/3090233,https://www.congress.gov/119/bills/hr115/BILLS-119hr115ih.pdf
1901941,3098150,text,266442,application/pdf,Introduced,https://legiscan.com/US/text/HB116/id/3098150,https://www.congress.gov/119/bills/hr116/BILLS-119hr116ih.pdf
1901842,3092974,text,237923,application/pdf,Introduced,https://legiscan.com/US/text/HB117/id/3092974,https://www.congress.gov/119/bills/hr117/BILLS-119hr117ih.pdf
1901800,3093049,text,231984,application/pdf,Introduced,https://legiscan.com/US/text/HB118/id/3093049,https://www.congress.gov/119/bills/hr118/BILLS-119hr118ih.pdf
1901870,3097284,text,231006,application/pdf,Introduced,https://legiscan.com/US/text/HB119/id/3097284,https://www.congress.gov/119/bills/hr119/BILLS-119hr119ih.pdf
1901926,3097295,text,232446,application/pdf,Introduced,https://legiscan.com/US/text/HB120/id/3097295,https://www.congress.gov/119/bills/hr120/BILLS-119hr120ih.pdf
1901927,3093028,text,230916,application/pdf,Introduced,https://legiscan.com/US/text/HB121/id/3093028,https://www.congress.gov/119/bills/hr121/BILLS-119hr121ih.pdf
1901819,3093452,text,235182,application/pdf,Introduced,https://legiscan.com/US/text/HB122/id/3093452,https://www.congress.gov/119/bills/hr122/BILLS-119hr122ih.pdf
1901803,3092986,text,242464,application/pdf,Introduced,https://legiscan.com/US/text/HB123/id/3092986,https://www.congress.gov/119/bills/hr123/BILLS-119hr123ih.pdf
1901918,3172378,text,231026,application/pdf,Introduced,https://legiscan.com/US/text/HB124/id/3172378,https://www.congress.gov/119/bills/hr124/BILLS-119hr124ih.pdf
1901831,3093003,text,235071,application/pdf,Introduced,https://legiscan.com/US/text/HB125/id/3093003,https://www.congress.gov/119/bills/hr125/BILLS-119hr125ih.pdf
1901895,3095034,text,232866,application/pdf,Introduced,https://legiscan.com/US/text/HB126/id/3095034,https://www.congress.gov/119/bills/hr126/BILLS-119hr126ih.pdf
1901795,3093037,text,237363,application/pdf,Introduced,https://legiscan.com/US/text/HB127/id/3093037,https://www.congress.gov/119/bills/hr127/BILLS-119hr127ih.pdf
1901942,3093463,text,230345,application/pdf,Introduced,https://legiscan.com/US/text/HB128/id/3093463,https://www.congress.gov/119/bills/hr128/BILLS-119hr128ih.pdf
1901780,3090391,text,210828,application/pdf,Introduced,https://legiscan.com/US/text/HB129/id/3090391,https://www.congress.gov/119/bills/hr129/BILLS-119hr129ih.pdf
1901850,3090367,text,230502,application/pdf,Introduced,https://legiscan.com/US/text/HB130/id/3090367,https://www.congress.gov/119/bills/hr130/BILLS-119hr130ih.pdf
1901975,3091986,text,230616,application/pdf,Introduced,https://legiscan.com/US/text/HB131/id/3091986,https://www.congress.gov/119/bills/hr131/BILLS-119hr131ih.pdf
1901975,3261397,text,249267,application/pdf,Introduced,https://legiscan.com/US/text/HB131/id/3261397,https://www.congress.gov/119/bills/hr131/BILLS-119hr131rh.pdf
1901975,3262606,text,119388,application/pdf,Engrossed,https://legiscan.com/US/text/HB131/id/3262606,https://www.congress.gov/119/bills/hr131/BILLS-119hr131eh.pdf
1901976,3092832,text,230774,application/pdf,Introduced,https://legiscan.com/US/text/HB132/id/3092832,https://www.congress.gov/119/bills/hr132/BILLS-119hr132ih.pdf
1901755,3090423,text,230669,application/pdf,Introduced,https://legiscan.com/US/text/HB133/id/3090423,https://www.congress.gov/119/bills/hr133/BILLS-119hr133ih.pdf
1901928,3090357,text,232325,application/pdf,Introduced,https://legiscan.com/US/text/HB134/id/3090357,https://www.congress.gov/119/bills/hr134/BILLS-119hr134ih.pdf
1901751,3090392,text,230697,application/pdf,Introduced,https://legiscan.com/US/text/HB135/id/3090392,https://www.congress.gov/119/bills/hr135/BILLS-119hr135ih.pdf
1901811,3091059,text,244562,application/pdf,Introduced,https://legiscan.com/US/text/HB136/id/3091059,https://www.congress.gov/119/bills/hr136/BILLS-119hr136ih.pdf
1901752,3097397,text,332535,application/pdf,Introduced,https://legiscan.com/US/text/HB137/id/3097397,https://www.congress.gov/119/bills/hr137/BILLS-119hr137ih.pdf
1901969,3092867,text,232138,application/pdf,Introduced,https://legiscan.com/US/text/HB138/id/3092867,https://www.congress.gov/119/bills/hr138/BILLS-119hr138ih.pdf
1901857,3090363,text,233161,application/pdf,Introduced,https://legiscan.com/US/text/HB139/id/3090363,https://www.congress.gov/119/bills/hr139/BILLS-119hr139ih.pdf
1901779,3097390,text,258982,application/pdf,Introduced,https://legiscan.com/US/text/HB140/id/3097390,https://www.congress.gov/119/bills/hr140/BILLS-119hr140ih.pdf
1901807,3092012,text,230232,application/pdf,Introduced,https://legiscan.com/US/text/HB141/id/3092012,https://www.congress.gov/119/bills/hr141/BILLS-119hr141ih.pdf
1901863,3097314,text,281196,application/pdf,Introduced,https://legiscan.com/US/text/HB142/id/3097314,https://www.congress.gov/119/bills/hr142/BILLS-119hr142ih.pdf
